adult,backdrop_path,genre_ids,id,title,original_language,original_title,overview,popularity,poster_path,release_date,softcore,video,vote_average,vote_count
False,/mHG7dpLb0ZScSY3LpP443IHRmjy.jpg,"[16, 53]",10494,Perfect Blue,ja,PERFECT BLUE,"Rising pop star Mima Kirigoe quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.",14.045,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg,1998-02-28,False,False,8.306,3232
False,/tLmyP7akYmxLwyfTEt2qyj2sOR3.jpg,"[10749, 16]",372754,Dou kyu sei – Classmates,ja,同級生,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.",6.5089,/cIfRCA5wEvj9tApca4UDUagQEiM.jpg,2016-02-20,False,False,8.302,450
False,/lFIXZpwwlF9hg8NM3RazaIJDuaj.jpg,[18],207,Dead Poets Society,en,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",21.7341,/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg,1989-06-02,False,False,8.299,12682
False,/wGwSWDG3LIQxchg2M8HV7bDqYKU.jpg,"[16, 18, 14, 10749]",533514,Violet Evergarden: The Movie,ja,劇場版 ヴァイオレット・エヴァーガーデン,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",7.8624,/bajajkoErDst0JxdFyBkABiF9rW.jpg,2020-09-18,False,False,8.298,520
False,/pQ06lTkmJd1mbotdl847HoV2iaA.jpg,[18],3782,Ikiru,ja,生きる,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",7.9989,/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg,1952-10-09,False,False,8.298,1358
False,/fj0hwDJEOOHllRim2BMt5L7tbjf.jpg,"[80, 18, 28]",101,Léon: The Professional,fr,Léon,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",20.5197,/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,1994-09-14,False,False,8.294,16191
False,/2Kkqmy3EpXqBDqv1vvsNXX3pwww.jpg,"[18, 35]",42269,We All Loved Each Other So Much,it,C'eravamo tanto amati,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",4.6702,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,1974-12-21,False,False,8.289,653
False,/1fOsyhVz5qyX2rl1qqX6KImVhTx.jpg,"[18, 35]",644479,Dedicated to my ex,es,Dedicada A Mi Ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",4.4941,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,2019-11-01,False,False,8.3,513
False,/gcgKSyE2iqwfKWMDZ8TJPxeIu0P.jpg,"[16, 35, 10749]",820067,The Quintessential Quintuplets Movie,ja,映画 五等分の花嫁,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",7.8331,/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg,2022-05-20,False,False,8.284,445
False,/kSlO1pHpwQfPQdgVPr7dJiJNtJ8.jpg,"[35, 18, 10749]",3082,Modern Times,en,Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time...",7.1054,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,1936-02-05,False,False,8.3,4105
False,/c8Pi8F1FzpNebtgXcSjC9nWCdSW.jpg,"[35, 10752]",914,The Great Dictator,en,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,8.8976,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,1940-10-15,False,False,8.278,3724
False,/3q35nBLCIdEbxYfsr7D5ocYQXKz.jpg,"[18, 10751, 14]",1585,It's a Wonderful Life,en,It's a Wonderful Life,"George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",10.3426,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,False,False,8.277,4935
False,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,[18],599,Sunset Boulevard,en,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,8.4126,/zt8aQ6ksqK6p1AopC5zVTDS9pKT.jpg,1950-08-10,False,False,8.273,2954
False,/cK070s3Qdn1Ib7Gq8RgIyJKgvu3.jpg,"[18, 35]",77338,The Intouchables,fr,Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,30.9593,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,2011-11-02,False,False,8.272,18514
False,/521koHpCyK6ZeNpEAvPAuC75cJ5.jpg,"[16, 18, 10749]",652837,"Josee, the Tiger and the Fish",ja,ジョゼと虎と魚たち,"With dreams of diving abroad, Tsuneo gets a job assisting Josee, an artist whose imagination takes her far beyond her wheelchair. But when the tide turns against them, they push each other to places they never thought possible, and inspire a love fit for a storybook.",7.5047,/z1D8xi9x4uEhyFruo7uEHXUMD4K.jpg,2020-12-25,False,False,8.271,608
False,/h31SOVlekuHXsMWVGxI8nPPfY82.jpg,"[18, 37]",335,Once Upon a Time in the West,it,C'era una volta il West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",15.6724,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,1968-12-21,False,False,8.3,4931
False,/49fzLedFVKgGgFChLMuulDJBY1c.jpg,"[18, 10752]",28,Apocalypse Now,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",16.2164,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,1979-05-19,False,False,8.268,9153
False,/8KJMOKyl9rpgb9ELEwhfBMIaTHw.jpg,"[16, 10751, 14, 18, 35]",1139087,Once Upon a Studio,en,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",6.9271,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,2023-09-24,False,False,8.264,435
False,/o33acwn7KliNpJRbjy4FrMSpiQ9.jpg,"[35, 18, 10402]",654299,Out of the Clear Blue Sky,es,Como caído del cielo,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",4.2686,/o9cSEHrXzPOO4OIoT9yrdxc216w.jpg,2019-12-24,False,False,8.263,384
False,/qknxyRgP6UTmwJ4B9tDAmzHMq7u.jpg,"[10749, 16, 14]",92321,Hotarubi no Mori e,ja,蛍火の杜へ,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",0.0096,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,2011-09-17,False,False,8.261,1222
False,/aVefEnQsfNPUrgsuMszTDt165P0.jpg,"[27, 10402, 53]",92060,Michael Jackson's Thriller,en,Michael Jackson's Thriller,"A night at the movies turns terrifying when Michael and his date are attacked by zombies. Released at the height of Thriller’s success, the short film redefined the music video, broke racial barriers, and became the first inducted into the U.S. National Film Registry.",8.173,/dYHGoPMkZMVuBA4EydmDQMo1EEv.jpg,1983-11-21,False,False,8.3,774
False,/AfyuI3glMCBDFmNPj9PY6DwbgGp.jpg,"[16, 878, 18, 14]",18491,Neon Genesis Evangelion: The End of Evangelion,ja,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",13.4305,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,1997-07-19,False,False,8.3,1874
False,/q00H8EqULYSK74lgevMkhmGGLHn.jpg,"[16, 10751, 18]",8587,The Lion King,en,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",28.7538,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,1994-06-15,False,False,8.254,19790
False,/inEy3A5OPgeYW4rjRiGycfEeQzA.jpg,[18],637920,Miracle in Cell No. 7,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",7.6433,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,2019-10-10,False,False,8.253,4573
False,/eTZkq5tI58Ec76AwPf1HOUoKtky.jpg,"[10752, 18]",975,Paths of Glory,en,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,7.0109,/p7OHwomA8UOhe3EhckF2IetBTh9.jpg,1957-10-25,False,False,8.252,3296
False,/tlm8UkiQsitc8rSuIAscQDCnP8d.jpg,"[28, 878]",603,The Matrix,en,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",52.0095,/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,1999-03-31,False,False,8.25,28114
False,/Ma7mQsldFCaQpsZbm8zolgLfmV.jpg,"[35, 18, 10749]",901,City Lights,en,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,3.4542,/ugmakEL5y294I5bXgiBqApuZpwc.jpg,1931-02-06,False,False,8.247,2473
False,/deUWVEgNh2IGjShyymZhaYP40ye.jpg,"[28, 12, 53]",1356039,Counterattack,es,Contraataque,"When a hostage rescue mission creates a new enemy, Capt. Guerrero and his elite soldiers must face an ambush by a criminal group.",6.4439,/38I76hGcFY6xB47pjm7pZwkfuAF.jpg,2025-02-27,False,False,8.246,826
False,/f72GEQF2lKsdmEULSI9bWCbQylH.jpg,"[18, 53, 80]",29259,Le Trou,fr,Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system – yet their escape is anything but assured.",4.3548,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg,1960-03-18,False,False,8.246,577
False,/kxQiIJ4gVcD3K6o14MJ72p5yRcE.jpg,"[10751, 35, 12, 14, 16]",1226863,The Super Mario Galaxy Movie,en,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",152.2617,/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,2026-04-01,False,False,8.248,2940
False,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg,"[10402, 18]",630566,Clouds,en,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",2.5016,/2YvT3pdGngzpbAuxamTz4ZlabnT.jpg,2020-10-09,False,False,8.244,1057
False,/muSeX7fnNw0pv4zHK7RSwZln6Hk.jpg,"[18, 10402]",10376,The Legend of 1900,it,La leggenda del pianista sull'oceano,"Musician Max Tooney goes to sell his prized Conn trumpet to a music shop, where he plays the instrument one last time. The shopkeeper recognises the song as one on a record matrix he found and asks who the piece is by. Tooney tells the story of an infant found abandoned in the first class dining room of the four-stacker ocean-liner SS Virginian on 1 January 1900. Danny Boodman, a coal-man from the boiler room, names the boy Danny Boodman T. D. Lemon 1900, after himself, the fruit crate the boy was found in, and the year, and raises him as his own.",5.9567,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,1998-10-28,False,False,8.242,2456
False,/fe6kkxaxn0mCU2gl1vfU44IYWsy.jpg,"[18, 36]",1317149,I Swear,en,I Swear,"Diagnosed with Tourette Syndrome at 15, John Davidson navigates his way against the odds through troubled teenage years and into adulthood, finding inspiration in the kindness of others to discover his true purpose in life.",17.0017,/vUwyhNWBKkSwK8ELvEeBRwV724h.jpg,2025-09-22,False,False,8.241,375
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,Avengers: Infinity War,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",49.3141,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,False,False,8.238,32206
False,/7RyHsO4yDXtBv1zUU3mTpHeQ0d5.jpg,"[12, 878, 28]",299534,Avengers: Endgame,en,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",26.6369,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,2019-04-24,False,False,8.238,27954
False,/hypv7bDxzqdhJfEpjRKf1aQbdc.jpg,"[80, 18, 10749]",15804,A Brighter Summer Day,zh,牯嶺街少年殺人事件,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",5.0438,/3l8fOAwiN3N5n3hHnZ51eog7Zu2.jpg,1991-07-27,False,False,8.2,392
False,/sdwjQEM869JFwMytTmvr6ggvaUl.jpg,"[53, 9648]",670,Oldboy,ko,올드보이,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",13.9,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,2003-11-21,False,False,8.234,9932
